"","synthetic_question","article_ids"
215,"Quelles obligations les plaignants doivent-ils respecter pour être considérés comme partie civile selon cet article de la loi en Belgique ?",13309
216,"Quelles autorités sont habilitées à effectuer des nominations par changement de grade selon l'article de loi donné ?",4157
217,"Quelles facteurs sont pris en compte pour le calcul du nombre de points atteints au cours de la période d'observation de trois années civiles complètes?",8958
218,"Quelles créances ne sont pas soumises à la limitation de responsabilité dans le cas décrit à l'article 15.1 de la Convention LLMC ?",19052
219,"Quelles sont les dispositions de la loi du 2 août 1971 qui s'appliquent à la subvention mentionnée à l'article 33 ?",7323
220,"Quelles sont les circonstances dans lesquelles les employeurs peuvent faire appel à différents services externes en vertu de l'article donné?",21200
221,"Quels types de communications un juge-commissaire ou un juge délégué est-il autorisé à entreprendre avec les tribunaux d'autres États membres en vertu de cet article de loi?",15919
222,"Quelle est la date de début de la première période d'observation mentionnée dans l'article 1314/147?",9200
223,"Quelles obligations opérationnelles s'appliquent aux organismes désignés au titre de l'article 172, paragraphe 8, en vertu de l'article 204/2?",3493
224,"Quelles sont les conditions pour que la quotité disponible puisse être donnée aux enfants ou autres successibles du donateur sans être sujette au rapport par le donataire ou le légataire venant à la succession selon cet article de loi?",1823
225,"Cette personne handicapée a-t-elle le droit de recevoir une intervention si elle a plus de 65 ans au moment de la demande?",8070
226,"Quels critères environnementaux et énergétiques doivent être pris en compte par les pouvoirs publics régionaux et locaux dans leurs commandes, selon l'article de loi donné ?",120
227,"Quelles sont les directives modifiées par la Directive 2009/18/CE sur les enquêtes d'accidents dans le secteur des transports maritimes ?",19450
228,"Quelles types d'entités ou sociétés ne sont pas soumises au champ d'application du présent chapitre de la loi?",19960
229,"Quel tribunal est compétent pour les procédures de reconnaissance du statut d'apatride en cas de procédure en langue allemande?",4707
230,"Quelles sont les circonstances dans lesquelles le droit à la commission d'un agent commercial peut être éteint selon cet article de loi en Belgique ?",14854
231,"Quels sont les moyens nécessaires à inclure dans un recours contre une décision prise en vertu du Code et de ses arrêtés d'exécution, selon l'article cité?",10889
232,"Quelles exigences sont requises pour les installations destinées au stockage des liquides en réservoirs non amovibles en cas d'incendie selon cet article?",21577
233,"Quels sont les procédures et les critères utilisés pour répartir les sièges des sénateurs des entités fédérées en fonction des élections régionales et linguistiques à Bruxelles-Capitale ?",3129
234,"Est-il possible de renoncer à des actions relatives à la filiation selon cet article de la loi belge?",1132
235,"Quelles sont les obligations de l'organisme d'enquête en termes de coopération internationale selon cet article de la loi?",3403
236,"Quelle interdiction est imposée au prêteur et à l'intermédiaire de crédit en ce qui concerne la conclusion d'un contrat de crédit avec un consommateur, selon l'article donné ?",14421
237,"Quel est le montant annuel maximum du budget d'assistance personnelle pour une aide de jour et de nuit selon l'article de loi donné ?",8095
238,"Quelles sanctions sont prévues en cas d'infractions à l'interdiction d'apposer des affiches électorales sur la voie publique en Belgique ?",17868
239,"Quelles procédures doivent être suivies pour l'approbation du règlement d'ordre intérieur de la Commission d'appel instituée par l'article 281 du Code décrétal?",7739
240,"Quelles sont les mesures spécifiques de radioprotection qui s'appliquent aux agents chimiques mentionnés dans le présent titre?",21865
241,"Quel est le contenu minimal du rapport annuel que le conseil de l'Institut des mandataires en brevets doit dresser et soumettre au ministre conformément à l'article § 2 de la loi?",14987
242,"Quelles informations les SECT agréés sont-ils tenus de fournir à la direction générale HUT selon l'article de loi donné ?",21299
243,"Quel est le processus de constitution, de liquidation et de distribution du fonds visé à l'article V.3 de la Convention CLC 1992 selon les articles 2.3.2.49 à 2.3.2.63 du code?",19382
244,"Quel est le montant maximum des frais d'hébergement pouvant être couverts par l'avance en cas de relogement d'occupants d'immeubles sinistrés?",16600
245,"Quels sont les choix offerts par les écoles organisées par les pouvoirs publics aux élèves jusqu'à la fin de l'obligation scolaire selon cet article de la loi belge?",22457
246,"Quels critères sont pris en compte pour déterminer la proportion des aliments accordés selon cet article de loi ?",1064
247,"Quelles actions sont punissables selon l'article de loi mentionné en cas de retard dans la déclaration de faillite?",6664
248,"Quelles sont les conditions dans lesquelles une société peut aliéner des actions, parts bénéficiaires ou certificats conformément à l'article donné?",20577
249,"Quels sont les pouvoirs du gouverneur en cas de violation de la loi ou de préjudice à l'intérêt général par un établissement financé au niveau communal selon l'article fourni ?",17645
250,"Quelles sont les obligations de l'huissier de justice une fois le délai prévu à l'article 1629 expiré et aucun contredit n'a été formé ?",5930
251,"À quelles parties le Bureau doit-il s'efforcer de garantir une représentation adéquate au sein des commissions de normalisation?",14778
252,"Quelles sont les délais à respecter pour la tenue de la séance de recours suite à un recours du travailleur selon l'article de loi donné ?",21107
253,"Quelles sont les conditions permettant de considérer qu'une exigence légale ou réglementaire de forme relative au processus contractuel est satisfaite pour un contrat par voie électronique en vertu de l'article donné?",15341
254,"Quelles sont les conditions pour que les copies et extraits d'actes d'état civil délivrés par des fonctionnaires consulaires compétents et utilisés en Belgique soient dispensés de toute forme de légalisation selon l'article de loi donné?",2879
255,"Quelles sont les conséquences pour le donataire si l'état mentionné dans l'article précédent n'a pas été annexé à l'acte de donation des biens présents et à venir?",1969
256,"Quels sont les professionnels habilités à contrôler les comptes consolidés d'une société, selon l'article de la loi statutaire donné?",20016
257,"Quelles sont les conséquences pour un agent qui s'absente sans autorisation ou dépasse le terme de son congé, selon l'article 125 du même arrêté ?",9620
258,"Quelles sont les conditions requises pour l'agrément des centres ou services de réadaptation fonctionnelle selon ledit article de la législation belge?",8310
259,"Quelles sont les conditions et procédures de désignation des vice-présidents des juges de paix et des juges au tribunal de police selon l'article donné de la loi statutaire belge?",4102
260,"Quel est le délai pour introduire les documents justificatifs nécessaires pour le paiement de l'intervention prévue par cet article de la loi sur les droits des personnes handicapées en Belgique?",8587
261,"Quelles sont les sources de financement du fonds SIGeC telles que détaillées dans l'article de la loi donné?",10898
262,"Quels sont les droits des victimes qui ne comprennent pas la langue de la procédure en matière de communication des informations relatives à leur comparution?",13537
