,synthetic_question,article_ids
158,Plusieurs entreprises ferroviaires opèrent sur le réseau et doivent respecter certaines règles. Le gestionnaire de l'infrastructure peut-il imposer des sanctions aux entreprises ferroviaires qui ne respectent pas les règles nationales et les conditions de leur certificat de sécurité unique ?,3376
159,Un notaire enregistre un acte sans que le droit dû ait été payé. Le notaire peut-il être condamné à une amende pour avoir accepté le dépôt d'un tel acte ?,22247
160,Des liquidateurs ont été nommés pour gérer les affaires d'une association. Quelle est la responsabilité des liquidateurs envers les tiers et l'ASBL ou l'AISBL ?,19929
161,La commune réalise des actions approuvées impliquant des dépenses de personnel et de fonctionnement. Le Gouvernement doit-il approuver les dépenses annuelles de la commune liées à ces actions ?,17745
162,Un litige est porté devant un juge pour vérification d'écritures. Le juge saisi de la demande principale a-t-il le pouvoir de statuer sur les incidents de vérification d'écritures soulevés dans cette affaire ?,4974
163,Une personne prétend que la filiation maternelle établie dans l'acte de naissance est inexacte. Est-ce que le père de l'enfant peut contester la filiation maternelle établie dans l'acte de naissance ?,1093
164,"Un individu est soupçonné d'avoir utilisé des coupons de transport contrefaits. Quelle peine encourt une personne qui a fait usage de coupons pour le transport des personnes ou des choses contrefaits, selon la loi en vigueur ?",6294
165,Un navire de mer doit être enregistré en Belgique. Est-ce que les dépôts relatifs à l'enregistrement de navires de mer doivent être effectués gratuitement dans le Registre de dépôts selon l'article de loi donné ?,18792
166,Deux personnes ont contracté une dette de manière solidaire. Est-ce légal pour le créancier de choisir librement le débiteur auquel il s'adresse pour le remboursement sans que ce dernier puisse invoquer le droit à division de la dette ?,2091
167,"Les agents du Service de contrôle enquêtent sur une entreprise soupçonnée de violations des dispositions économiques. Ont-ils le pouvoir de saisir des documents sans avertissement préalable et de visiter des locaux liés à l'activité commerciale sans autorisation du tribunal, selon l'article en question ?",15428
168,"Suite à une infraction punissable d'une sanction de niveau 3, le ministère public peut prendre diverses mesures. Est-il possible de résoudre l'affaire en payant une amende pour éviter une poursuite pénale devant le tribunal correctionnel ?",6905
169,Un premier président de cour d'appel demande une désignation temporaire d'un conseiller à une autre cour d'appel. Le Roi peut-il accéder à cette demande de désignation temporaire en fonction des nécessités du service ?,3920
170,Un service de santé mentale fonctionne avec l'assistance d'un conseil d'avis. Le conseil se réunit combien de fois par semestre ?,10676
171,Deux entreprises sont impliquées dans des litiges distincts mais interdépendants. Les demandes judiciaires de ces entreprises seront-elles traitées comme connexes selon la loi ?,3818
172,"Un créancier est décédé, laissant des héritiers qui doivent exiger le paiement d'une obligation indivisible. Un seul héritier peut-il exiger le paiement intégral de l'obligation indivisible ou la remise doit-elle être faite par tous les héritiers en totalité ?",2112
173,Une opération a été déclarée nulle par une décision judiciaire. Quelles informations spécifiques doivent figurer dans l'extrait de la décision à déposer et publier en cas de nullité d'une opération impliquant des personnes morales ?,20778
174,Une entreprise souhaite obtenir l'agrément d'un service conformément aux dispositions du Code décrétal. Est-ce que la demande d'agrément du service doit obligatoirement inclure le numéro d'entreprise de l'entreprise demandeuse ?,9755
175,Une affaire criminelle doit être instruite par le procureur du Roi. Le procureur du Roi peut-il déléguer certaines de ses compétences à un officier de police auxiliaire pour les affaires énumérées à l'article 32 et 46?,13286
176,Un individu souhaite rédiger son testament en Belgique pour désigner ses héritiers. Quelles sont les formes légales acceptées pour rédiger un testament en Belgique ?,1863
177,Un citoyen souhaite se présenter comme candidat aux élections communales. Est-il légalement autorisé à se présenter comme conseiller communal s'il occupe un emploi au sein de l'administration forestière de la commune concernée?,17104
178,Des élections viennent de se dérouler en Belgique. Les candidats ayant participé aux élections doivent-ils déclarer leurs dépenses de propagande électorale et l'origine des fonds utilisés ?,2993
179,Une entreprise a commercialisé des produits avec un étiquetage incorrect en Belgique. Quels sont les critères et modalités applicables à l'étiquetage des biens ou services homogènes selon la loi en vigueur ?,13929
180,J'ai fait une demande d'intervention financière auprès du centre public d'aide sociale. Dois-je payer pour obtenir une décision sur mon dossier dans un délai de trente jours ?,16607
181,"Je gère un service en ligne de stockage d'informations fournies par les utilisateurs. Suis-je légalement responsable des contenus illicites stockés sur ma plateforme, même si je ne suis pas au courant de leur nature illicite ?",15345
182,Des associés d'une société envisagent la nullité d'une fusion en raison de la soulte en espèces dépassant le dixième de la valeur nominale des actions attribuées. Le tribunal de l'entreprise peut-il déclarer une fusion ou une scission nulle si la soulte en espèces dépasse le dixième de la valeur nominale des actions ou parts attribuées ?,20670
183,Une entreprise souhaite contester une décision d'agrément environnemental. Est-il obligatoire pour le demandeur d'agrément d'adresser son recours au Ministre de l'Environnement dans un délai de vingt jours à compter de la réception de la décision ?,16925
184,"Une société se prépare à une scission et une assemblée générale doit se prononcer sur le projet. Est-ce que chaque associé ou actionnaire a le droit de demander une copie des documents relatifs à la scission sans frais, et à quel moment doivent-ils avoir accès à ces documents ?",20731
185,Une personne est réorientée vers un autre service. Son dossier peut-il être transféré avec elle conformément aux règles de secret professionnel et de protection des données ?,8923
186,Une organisation du secteur non-marchand en Wallonie souhaite accorder trois jours de congés annuels supplémentaires à son personnel. Peut-elle bénéficier d'une subvention spécifique pour financer les emplois compensatoires liés à cette mesure ?,8058
187,Un gestionnaire constate une irrégularité dans un lit mineur. Le contrevenant n'a pas respecté une autorisation pour effectuer des travaux. Peut le gestionnaire exécuter lui-même ou faire exécuter les travaux en cas d'extrême urgence ou s'il est compliqué d'identifier le contrevenant ?,16175
188,"Une amende administrative a été infligée et notifiée à un contrevenant par les agents compétents. Le contrevenant a-t-il un délai spécifique pour payer l'amende administrative, et peut-il demander une prolongation de ce délai ?",15484
189,Un individu est accusé d'avoir commis une infraction contraire à l'intérêt national. Est-ce qu'un ordre donné par le gouvernement ou un supérieur peut exonérer la responsabilité de l'accusé dans ce cas spécifique selon l'article mentionné ?,6240
190,Les locataires d'un immeuble social souhaitent obtenir des subventions pour financer les activités du Conseil consultatif des locataires. Les subventions pour le Conseil consultatif des locataires sont-elles fixées annuellement par le Gouvernement selon l'article de loi donné ?,697
