,synthetic_question,article_ids
157,Deux époux français résidant en Belgique souhaitent changer leur régime matrimonial. Peuvent-ils choisir un nouveau régime matrimonial et le faire agir de manière rétroactive en Belgique ?,16007
158,Deux individus établissent une relation de vie commune en Belgique sans enregistrement. Les effets sur les biens des parties sont-ils déterminés par le droit belge dans ce cas ?,16014
159,Mon conjoint souhaite vendre ses droits successoraux sur la propriété de son père. Est-ce légalement possible en Belgique de renoncer ou céder ses droits successoraux par un contrat de mariage ?,1709
160,"Jean, en tant qu'époux, a souscrit à un prêt pour payer les frais de scolarité de leurs deux enfants. Lucie, l'autre épouse, est-elle solidairement responsable de ce prêt contracté pour les besoins du ménage et l'éducation des enfants, selon l'article de loi donné ?",1078
161,"Mes parents ne vivent plus ensemble et je vis alternativement chez chacun d'eux. Est-ce que mes parents doivent contribuer également aux frais ordinaires et extraordinaires de mon entretien, selon cet article de loi ?",1056
162,Je bénéficie d'une aide à la vie quotidienne. Selon quelle instance est fixée ma contribution financière en tant que bénéficiaire de la garde à domicile ?,10265
163,Mes parents âgés ont du mal à effectuer les tâches quotidiennes. Je suis leur enfant. Puis-je bénéficier d'une aide à la vie quotidienne pour soutenir mes parents dans les tâches ménagères sans frais ?,10248
164,Je suis un premier président d'une cour de justice en Belgique. Ai-je droit à un crédit pour les menues dépenses de mon service judiciaire selon la loi en vigueur ?,4316
165,"Deux agents publics non mariés, cohabitent et ont un enfant. Ont-ils droit à une allocation de foyer en vertu de cet article ?",18403
166,"Après avoir perdu mon emploi, j'ai du mal à payer mes factures de logement. Est-ce que l'État peut intervenir pour aider à couvrir une partie des factures de logement individuel ou familial dans ma situation ?",16611
167,Je vis avec une personne qui n'est pas mon conjoint. Est-ce que le montant de mes revenus combinés avec celui de la personne avec laquelle je vis peut influencer mon droit à recevoir une allocation selon l'article mentionné ?,9971
168,"Un couple marié a accumulé des dettes communes importantes. Si l'un des époux contracte des dettes pour les besoins du ménage et l'éducation des enfants, peuvent-elles être poursuivies sur le patrimoine de l'époux qui n'a pas contracté ces dettes ?",2256
169,Je suis une personne isolée avec un revenu mensuel net compris entre 1 226 euros et 1 517 euros. Puis-je bénéficier de la gratuité partielle de l'aide juridique selon l'article 508/13 ?,4496
170,Je souhaite construire une maison en Région wallonne. Quel principe guide la politique environnementale de la Région wallonne en termes d'action face aux dommages environnementaux ?,11645
171,Je suis un locataire en Communauté germanophone. Est-ce que la Communauté germanophone doit garantir un logement décent pour moi et ma famille ?,12015
172,J'habite en Wallonie et je suis locataire d'un appartement. Est-ce que la Région et les autorités publiques sont tenues de prendre des mesures pour garantir que mon logement réponde à des critères minima de sécurité et de salubrité ?,12014
173,"Je suis une société immobilière à Bruxelles. Je souhaite construire de nouveaux logements sociaux. Est-ce que la SLRB peut m'aider dans l'acquisition, la construction et la rénovation de ces logements sociaux ?",651
174,J'ai découvert des fissures et des infiltrations d'eau dans mon logement en Wallonie. Est-ce que le bourgmestre est tenu d'afficher une ordonnance sur mon habitation si elle est déclarée interdite d'accès ou inhabitable ?,12029
175,Je suis locataire d'un logement qui présente des conditions de vie non conformes aux normes fixées par la loi. Est-ce que le collège communal peut retirer le permis de location au bailleur si ce dernier ne corrige pas les manquements dans un délai de vingt jours après la mise en demeure ?,12035
176,Je suis propriétaire d'un appartement dans une commune en Wallonie. Il n'y a pas de logements sociaux disponibles dans la région. La commune est-elle tenue d'élaborer une déclaration de politique du logement incluant des mesures pour faciliter la réalisation de logements sociaux dans les neuf mois suivant le renouvellement du conseil communal ?,12262
177,Je suis locataire d'un logement en Wallonie. Je soupçonne que mon bailleur ne respecte pas les normes de sécurité et de salubrité. L'inspection régionale peut-elle visiter mon logement sans mon consentement préalable en cas de refus de coopération de la part du bailleur ?,615
178,Un locataire constate des mesures insuffisantes prises par le bourgmestre pour résoudre un problème d'insalubrité dans son logement en Wallonie. Est-ce que le locataire peut introduire un recours contre les décisions du bourgmestre en matière d'insalubrité dans un délai de quinze jours après en avoir eu connaissance ?,12028
179,Vous êtes locataire d'un logement en Wallonie et vous suspectez qu'il est insalubre. Est-ce que le bourgmestre de la commune peut ordonner une enquête sur l'état de salubrité de votre logement sans votre consentement ?,12021
180,"Les père et mère de l'enfant sont divorcés et en désaccord sur une décision concernant l'autorité parentale. Est-ce que le tribunal de la famille peut intervenir pour modifier une décision relative à l'autorité parentale à la demande d'un seul parent, en tenant compte de l'intérêt de l'enfant ?",1298
181,"Je suis le tuteur légal d'un enfant dont les parents sont décédés. Ils n'ont pas établi de filiation avec un troisième parent. En tant que tuteur, dois-je donner mon consentement pour l'adoption de l'enfant si les intérêts du subrogé tuteur sont en opposition avec ceux du mineur ?",1175
182,Les parents sont séparés mais vivent dans le même pays. Est-il possible d'obtenir une adoption sans le consentement d'un parent si ce dernier refuse de donner son accord en cas de refus abusif après enquête sociale ?,1182
183,Mes parents sont séparés et ma mère n'est pas mariée au père de l'enfant. Dois-je obtenir le consentement de mon père pour être adopté si ma mère a déjà consenti à l'adoption ?,1173
184,Mon enfant a été emmené à l'étranger par l'autre parent sans mon consentement. Est-ce que le tribunal de la famille peut ordonner le retour de mon enfant en application de la Convention de La Haye du 25 octobre 1980 ou du Règlement du Conseil ?,5528
185,"Ma soeur souhaite adopter un enfant résidant en Belgique. Est-il possible pour ma soeur, résidant habituellement dans un État étranger, d'adopter l'enfant en Belgique sans l'autorisation du tribunal de la famille ?",1231
186,Je souhaite adopter un enfant selon l'article 361-5. Qui est habilité à donner son consentement à l'adoption dans ce cas particulier ?,1176
187,Vous souhaitez adopter un enfant mineur qui a plus de douze ans. Est-il nécessaire d'obtenir le consentement de l'enfant pour procéder à l'adoption selon l'article mentionné?,1193
188,"Les parents adoptifs décèdent. Après le décès des parents adoptifs, peut-on demander au tribunal de la famille à ce que l'enfant adoptif soit replacé sous l'autorité parentale des grands-parents ?",1198
189,Vous avez obtenu la garde décisionnelle de votre enfant mineur suite à une décision judiciaire. Est-il punissable si l'autre parent tente de soustraire l'enfant à votre garde décisionnelle sans votre consentement ?,6560
190,Deux individus ne sont pas sûrs de leur paternité par rapport à un enfant. Est-ce que l'action en réclamation d'état peut être initiée par un enfant pour établir la filiation et identifier ses père et mère biologiques en Belgique ?,1140
191,Deux femmes vivent ensemble et élèvent un enfant. L'une des femmes a été la porteuse de l'enfant tandis que l'autre revendique la comaternité. Quelles personnes peuvent contester la présomption de comaternité devant le tribunal et dans quel délai doivent-elles agir ?,1109
192,Un couple non marié accouche d'un enfant sans vie en Belgique. Dans quelles circonstances le nom du père doit-il figurer dans l'acte d'enfant sans vie en Belgique ?,948
193,Un homme souhaite établir sa paternité avant la naissance de l'enfant. Peut-il entamer une action en justice selon l'article 318 de la loi?,1122
